Employee ID,First Name,Last Name,Age,Gender,DOB,Date Joined,Date Resigned,Department,Salary,Performance level
63,Nicholas,Tucker,25,Female,15-Mar-82,8/5/2023,10/11/2023,HR,158867,5
64,Wayne,carter ,50,Decline to comment,11/10/1918,5/17/2023,3/25/2027,Sales,11208,5
65,Allen,lowe ,24,Girl,2/15/1913,10/5/2022,12/23/2025,Sales,154959,Meets
66,Susan,Yates,44,Boy,8/7/1999,9/28/2022,1/31/2025,Customer Service,185711,Outstanding
67,Laura,Anderson,59,Woman,26-Jan-21,12/2/2023,3/2/2027,Customer Service,153211,Needs Improvement
68, Lauren,Morse,70,Girl,10/8/1999,3/4/2021,3/2/2024,IT,76549,Needs Improvement
69, Jennifer,Monroe,62,Woman,1/18/1956,5/26/2022,4/28/2023,HR,142506,1
70,,Smith Wall,58,F,NULL,9/18/2022,11/24/2022,HR,45759,Needs Improvement
71,Scott, dixon,32,Boy,27-Jan-73,3/29/2022,12/22/2025,Marketing,163754,Below
72, Jacob,Smith,60,N/A,6/12/1950,2/29/2020,7/26/2022,I,113284,3
73,holly ,Dillon,33,M,4/23/1975,6/5/2021,8/5/2024,Customer Service,76383,1
74,Nicole,Fields,31,Boy,5/18/2006,12/2/2023,4/11/2028,Operations,168383,Outstanding
75,,Walker Moore,60,F,11/19/1986,12/2/2023,10/10/2028,Operations,85231,Meets
76,emily ,rogers ,26,N/A,1/29/1993,6/29/2022,1/10/2024,Finance,158291,Meets
77,Omar,Hill,36,N/A,19-Jul-53,8/14/2022,5/1/2026,HR,93720,4
78,Chloe,Campbell,23,Man,24-Jan-46,5/20/2022,1/10/2023,Engineering,97394,Outstanding
79,Brian,Flores,68,Girl,NULL,12/28/2022,1/2/2024,Marketing,15598,Needs Improvement
80,Sarah,Myers,58,N/A,5/5/2015,7/21/2022,8/8/2023,Customer Service,107390,Needs Improvement
81,William,Faulkner,51,Girl,3/9/1973,7/22/2020,2/25/2021,Operations,196950,Exceeds
82,Glenn,Farrell,55,Female,5/3/1986,12/2/2023,2/25/2026,IT,70469,1
83,Amy,Bailey,62,Woman,13-Mar-19,10/7/2022,2/15/2023,IT,117694,Below
84,Brenda,owen ,78,F,2/27/1946,3/2/2022,12/9/2022,Operations,93996,1
85, Paige,bradford ,54,Man,1-Nov-12,12/2/2023,9/15/2028,HR,42235,2
86,kirk ,Duncan,77,Girl,6/16/1947,4/14/2020,9/2/2022,Marketing,96580,1
87,Jordan,Mejia,42,Woman,7/7/1912,9/1/2021,4/1/2025,Sales,57559,Meets
88,Jonathan,Patel,69,Decline to comment,NULL,12/2/2023,10/20/2024,IT,188021,Exceeds
89,beverly ,Hall,19,Decline to comment,18-Aug-74,12/2/2023,3/15/2025,IT,125303,Needs Improvement
90,Joel,Martin,64,Male,NULL,12/2/2023,12/8/2026,HR,189355,1
91,Vincent,Buckley,55,F,6/26/2000,6/6/2020,11/8/2023,HR,33454,Meets
92,,Harris Ray,34,Female,12/2/2016,2/16/2023,5/19/2024,Finance,134956,4
93,Patricia,Hansen,60,Man,24-Aug-54,12/2/2023,6/21/2026,Engineering,146587,Outstanding
94,daniel ,Miller,46,M,5/27/1928,5/1/2021,9/19/2024,Sales,85489,1
95,Brenda,Carroll,37,M,4/11/1975,5/19/2023,2/21/2026,marketinging,133977,3
96,Katie,Luna,60,Decline to comment,9-Jun-85,2/28/2022,1/23/2024,H,59966,Outstanding
97,Joshua,Powell,103,F,30-Mar-21,7/20/2022,11/21/2023,Engineering,164157,Outstanding
98,Priscilla,Simmons,52,Decline to comment,7/4/1972,12/2/2023,8/23/2026,HR,100023,Exceeds
99,Elizabeth, peters,32,N/A,29-Dec-28,2/9/2020,7/10/2023,Sale,78168,5
100,Courtney Robert,,36,F,29-Jan-01,5/19/2020,7/22/2020,Engineering,173198,3
101,Tyler,eaton ,62,N/A,18-Apr-15,2/19/2021,6/8/2024,Marketing,193607,Meets
102,Edward,Lee,37,Woman,19-Dec-42,3/6/2020,2/1/2024,I,159161,5
103, David,Rodriguez,63,Woman,1/20/2024,12/6/2022,2/26/2023,Operation,173347,5
104,Joshua,Hughes,32,Female,NULL,12/3/2022,7/2/2025,Engineering,83868,1
105,Samantha Austin,,35,F,23-Nov-41,8/26/2023,10/25/2025,Sales,34503,5
106,Robert,Jones,116,Male,11/15/1908,12/2/2023,6/3/2025,Finance,32505,Below
107, Andrew,Brewer,19,F,2/24/1948,8/28/2023,8/30/2024,Sales,145604,1
108,Eric,Ramos,48,Boy,4/22/2001,6/1/2023,3/23/2024,HR,13391,Outstanding
109,Alexandra,Everett,68,F,12-Sep-96,12/28/2023,9/25/2026,HR,119092,1
110, Alisha,Meyer,67,M,NULL,2/5/2023,4/25/2024,Customer Service,136737,Needs Improvement
111,Jessica William,,35,Decline to comment,NULL,5/30/2021,1/7/2024,HR,132756,Below
112,Derek,Phillips,65,Man,16-Sep-45,12/31/2023,4/12/2024,I,82343,Meets
113,William,Greene,22,Man,12/15/1946,5/31/2023,6/27/2025,HR,172333,2
114,Crystal,Garner,45,Girl,7-Aug-03,12/2/2023,3/18/2028,Engineering,142775,Needs Improvement
115,Benjamin,Hull,55,Girl,8/22/1915,12/2/2023,1/10/2028,Engineering,50342,Below
116,Matthew,Mclaughlin,22,F,17-Sep-02,5/13/2022,10/5/2023,engineeringing,15391,3
117,Kimberly,George,NULL,Female,NULL,7/2/2020,8/30/2023,Marketing,4115,Exceeds
118,Jenna,Goodman,24,Boy,10/21/1922,5/23/2021,4/15/2023,Engineering,139673,Exceeds
119,,Cooke Navarro,65,Man,4-Nov-34,9/3/2020,12/1/2023,Engineering,191211,Below
120,Julie,Garcia,66,Man,3-Jun-09,12/2/2023,6/16/2028,Engineering,30497,Outstanding
121,angela ,Franklin,63,Girl,3-Jan-32,10/23/2020,12/12/2020,HR,55162,Meets
122,Dennis,Bates,39,M,1/26/1984,12/26/2020,8/16/2022,Customer Service,55530,Meets
123,Cheryl,snyder ,37,Decline to comment,NULL,7/27/2022,1/14/2023,H,106163,Meets
124,John,Le,25,Decline to comment,3/21/1958,12/8/2022,3/27/2024,Customer Service,134082,5
125,Lori,Payne,43,Decline to comment,1/19/1947,12/2/2023,4/10/2026,Customer Service,181284,3
126,Robert,Hill,39,Decline to comment,21-Oct-18,4/4/2023,10/1/2023,Engineering,35391,Needs Improvement
127, Joseph,Gray,44,Decline to comment,13-Jan-39,8/11/2022,10/14/2024,HR,15797,Needs Improvement
128,Christopher,rodriguez ,57,Woman,1-Jan-63,8/16/2022,8/2/2025,Sales,146998,4
129,jonathan ,Marsh,25,Decline to comment,9/2/1939,12/2/2023,8/25/2024,Customer Service,110640,2
130,Cory,Parker,72,Boy,10/16/1952,8/14/2020,1/22/2024,Sales,5294,Below
131,Lauren,Smith,43,Male,20-Oct-22,12/8/2022,7/24/2024,IT,101301,Outstanding
132,Anthony, harris,31,Female,12/18/1922,1/25/2022,9/29/2025,Sales,4859,Outstanding
133,veronica ,Hernandez,64,Male,7/1/1986,12/2/2023,1/18/2025,Customer Servic,145949,Below
134,thomas ,Woods,42,Man,31-Mar-48,11/26/2023,6/19/2027,Sales,168216,Meets
135,jermaine ,Armstrong,22,Male,5-Dec-10,12/2/2023,6/2/2028,Sales,118315,Outstanding
136,Clifford, salas,59,Man,3-Apr-74,12/2/2023,11/29/2024,Marketing,56726,Needs Improvement
137, Heather,Simpson,NULL,M,NULL,9/6/2023,12/1/2025,IT,163734,Below
138,Tyler,Torres,99,Man,4/5/1925,12/2/2023,10/10/2027,Engineering,135671,2
139,Kyle,Schwartz,43,F,6/23/1914,3/9/2020,8/25/2021,HR,96679,Meets
140,Jamie,Lopez,62,Decline to comment,29-Jan-93,11/4/2022,1/6/2024,Customer Service,161070,Below
141,Jennifer,Thomas,59,Decline to comment,NULL,9/26/2023,8/19/2024,Customer Service,140378,Exceeds
142,Madison,bowman ,27,N/A,NULL,12/29/2021,4/30/2022,Engineering,171091,Exceeds
143,Cameron,Lang,69,Female,16-Mar-56,7/3/2022,10/20/2025,Engineering,122905,2
144,Samuel,Lawson,96,Male,25-Nov-28,9/14/2021,12/21/2023,IT,33945,Below
145,Pamela,Cox,35,Female,19-Jul-21,12/22/2020,6/22/2021,Customer Service,141088,Meets
146,,Burke Harris,54,M,11-Jun-68,10/3/2023,9/14/2027,IT,50968,2
147,Lynn Juan,,63,Man,5/23/2001,7/13/2020,8/11/2022,Sales,120451,3
148,Laura,Ray,24,Decline to comment,19-Dec-36,3/26/2023,6/10/2025,HR,146611,4
149,Bonnie,Cox,113,N/A,11/28/1911,4/13/2022,8/25/2025,Finance,59497,Outstanding
150,Shannon,Fleming,53,Decline to comment,1/27/1968,7/15/2020,10/15/2023,Customer Servic,116602,2
151,Kimberly,Miller,67,Man,9/28/1932,2/5/2022,4/25/2025,Customer Service,3106,Exceeds
152,Victoria,Clark,55,Man,12/12/1960,2/21/2021,9/16/2022,Finance,171935,1
153,Laura,Rodriguez,65,M,11/12/2000,4/27/2020,9/13/2020,IT,44009,4
154,Charles,Mclaughlin,20,Man,10/4/1920,12/2/2023,12/8/2024,Engineering,154149,Meets
155,Gabrielle,velazquez ,35,Boy,4/5/1993,4/12/2021,12/16/2024,HR,4168,2
156,Herbert, carey,61,F,NULL,10/19/2020,1/20/2022,Sales,112275,Exceeds
157,Eric,Garcia,48,N/A,1-Mar-61,2/20/2022,12/21/2025,Sales,127486,4
158,Henry,Abbott,26,F,8/23/1929,12/22/2021,7/14/2024,Engineering,8973,Exceeds
159,jessica ,Davis,21,Woman,2/7/1990,1/24/2020,1/19/2024,IT,82126,Needs Improvement
160,,Jenkins Ward,70,M,28-Jul-69,9/16/2023,1/2/2024,Finance,150315,Exceeds
161,Amy,Butler,25,Decline to comment,4-Mar-20,12/2/2023,10/20/2026,I,179160,Needs Improvement
162,linda ,Allen,66,Male,7-Mar-03,8/3/2022,9/22/2022,IT,189649,1
163,Benjamin,Miller,49,F,23-Jun-19,4/25/2020,12/11/2020,Sales,53455,5
164,Daniel,Nguyen,48,N/A,18-Jun-60,5/19/2021,5/17/2022,Finance,11340,2
165,William,Ruiz,69,Female,10/15/2015,2/29/2020,8/6/2021,Operations,111282,1
166,Lori,Esparza,20,N/A,4/12/1930,12/2/2023,1/2/2026,Sales,71233,Meets
167, Joseph,Dyer,44,Woman,3-Feb-05,8/23/2021,8/6/2023,Sales,141353,3
168,helen ,Randall,70,Man,31-Oct-32,9/17/2022,7/31/2024,HR,181353,3
169,,Taylor White,70,Male,26-Feb-07,12/2/2023,10/2/2025,IT,158441,1
170,Jennifer,knight ,28,Girl,24-Mar-45,7/18/2020,9/14/2020,Finance,179272,5
171,Deborah, saunders,53,Decline to comment,NULL,3/30/2022,9/8/2025,Customer Service,78888,Below
172,,Jones Lopez,52,Man,11/1/1956,10/5/2022,2/12/2025,Sales,75750,3
173, Nina,Brown,36,Girl,7-Mar-22,9/8/2021,11/15/2023,Sales,62935,4
174,James,Johnson,21,N/A,NULL,7/26/2020,7/15/2022,HR,98545,Outstanding
175,Teresa,Lin,19,Male,3/6/1913,12/2/2023,5/7/2026,HR,141226,4
176,,Powell Little,23,M,2/21/1954,1/26/2022,12/22/2024,H,123133,Needs Improvement
177,Andrew,Barker,53,Man,9/27/1940,1/12/2021,8/27/2024,Operations,87399,5
178,Margaret,Wang,39,N/A,7/28/1954,12/2/2023,6/27/2028,Engineering,57686,1
179, Cody,kirk ,29,Boy,1/24/1909,10/17/2020,6/5/2022,Marketing,125492,3
180,Alexander,Morse,55,Male,11/2/1934,11/21/2022,11/13/2025,HR,179193,5
181,Tammy,Smith,61,Man,14-Nov-04,4/29/2021,4/6/2023,Customer Service,83996,4
182,Marissa Lisa,,64,Decline to comment,18-Sep-78,4/19/2020,11/3/2023,H,13166,Exceeds
183,Jessica,Hancock,43,Male,18-Apr-55,12/2/2023,10/22/2026,Finance,36556,Meets
184,Ashley,Gill,51,Man,31-May-20,12/2/2023,4/26/2025,Marketing,184865,3
185,Sarah,Harris,48,Female,5/5/2000,7/3/2022,2/27/2024,Operations,147954,Needs Improvement
186,Lindsey,Gonzalez,93,N/A,22-Dec-31,4/28/2023,10/18/2024,Engineering,139968,Exceeds
187,Lindsey,Hogan,51,F,3-Apr-33,8/18/2020,3/28/2023,marketinging,156269,2
188,David Heather,,69,Female,18-Aug-56,1/10/2020,7/26/2023,Marketing,136804,Exceeds
189,Kelsey,cobb ,NULL,N/A,NULL,9/3/2023,2/3/2027,Customer Service,82484,2
190,Megan,Dodson,56,Man,NULL,4/19/2021,7/14/2024,Marketing,41984,5
191,Pamela,Harper,60,F,11/9/1918,6/6/2022,1/13/2025,Sales,181929,4
192,Andrea,Crosby,20,Male,3-Oct-63,5/18/2020,2/17/2024,Engineering,156112,Needs Improvement
193,,Dennis Wagner,32,M,6/1/1992,6/12/2021,6/19/2024,IT,4133,2
194,Shawn,Warren,56,F,26-Jan-23,7/28/2022,2/12/2023,Operations,139051,2
195,david ,bates ,40,Boy,NULL,3/6/2022,2/22/2026,IT,47696,2
196, Barry, cardenas,32,F,23-Dec-75,12/2/2023,8/2/2026,Finance,73114,5
197,Katherine,Carter,22,Female,9-Oct-79,7/9/2020,8/15/2023,Operations,110615,3
198,Anthony,Terrell,61,Man,22-Jul-65,12/2/2023,8/7/2025,Operations,71851,Below
199,,Suarez Copeland,20,Man,10/20/2004,12/2/2023,10/11/2025,HR,63846,3
200,Julia,Watson,45,Girl,30-Apr-61,2/6/2020,4/21/2022,IT,131988,4
201,Michael, lewis,32,Male,1-Jun-92,12/2/2023,10/25/2025,Engineering,181717,2
202,Patrick,Lopez,43,Man,11/20/1989,10/4/2023,12/30/2023,Customer Service,162142,Needs Improvement
203,John,Hernandez,33,Male,12/24/1999,2/20/2020,4/1/2021,Engineering,48371,4
204,Cody,Rodgers,40,Man,26-Apr-26,10/13/2022,12/11/2025,HR,89312,5
205,Gregory,Bryant,24,Female,10-May-10,7/10/2022,9/4/2024,Operations,162350,Exceeds
206,Jacob,Martin,60,Man,6/19/1964,5/28/2023,5/15/2025,Operations,150988,4
207,Brandon,peck ,63,M,2/19/1990,12/2/2023,5/11/2026,HR,59704,Needs Improvement
208,Derek,Simon,42,Male,14-Sep-95,1/25/2021,7/25/2021,Customer Service,36609,4
209,Matthew,Griffin,47,N/A,19-Aug-75,12/2/2023,3/18/2025,IT,32840,5
210,Shannon,Anderson,45,Girl,7/19/2011,5/21/2022,11/18/2025,Customer Service,89472,2
211, Whitney,Galloway,26,Female,8/20/1945,8/6/2022,5/17/2023,Engineering,137404,Meets
212,Stephen,Adams,59,M,9/2/1931,11/21/2023,6/8/2025,Finance,101022,2
213,Stacey,Miller,34,Boy,16-Jun-23,12/2/2023,10/2/2027,IT,126186,Needs Improvement
214, Alexander,Morris,39,Girl,6-Apr-41,3/3/2023,2/28/2025,IT,146084,3
215,Doris,Wong,58,Man,3/18/1925,12/2/2023,4/8/2025,Marketing,182491,4
216,Ryan,Ramsey,21,Decline to comment,4/30/2022,5/23/2020,4/12/2023,IT,122498,Outstanding
217,,Reid Hill,51,Woman,5-Jun-37,3/31/2021,7/25/2023,HR,152605,Outstanding
218,Shane Christian,,31,Girl,9/30/1952,10/25/2020,10/20/2022,Customer Service,179867,3
219,Melissa,Benson,27,Decline to comment,10/28/1958,2/19/2023,4/11/2025,Operations,100987,5
220,Christine,hudson ,69,N/A,5/23/1955,8/16/2021,4/24/2024,Customer Service,71027,5
221,William,Clark,30,Male,8-Apr-88,9/14/2021,3/16/2024,Engineering,146064,Below
222,Richard,Houston,45,Female,12-Jan-93,11/9/2023,12/1/2024,IT,165414,3
223,Bianca,Brown,31,F,4/16/1949,7/2/2020,2/21/2023,Sale,85255,Needs Improvement
224, Laura,Young,26,Boy,29-Jul-51,12/2/2023,11/17/2026,HR,134045,2
225,Jennifer,Williams,43,Decline to comment,NULL,12/5/2022,9/17/2023,Customer Service,106631,1
226,,Wise Brown,70,N/A,14-Mar-50,12/3/2020,9/15/2021,HR,134208,Outstanding
227, William,Houston,28,Man,9/3/1996,12/22/2020,10/6/2024,Marketing,199930,1
228,Brian,Banks,44,Boy,7-Sep-91,3/3/2020,9/22/2021,Marketing,158903,1
229,,Fuentes Adams,45,Woman,6/28/1911,7/13/2022,2/26/2024,HR,162844,Meets
230,Christian,Payne,65,Decline to comment,2-Nov-68,12/2/2023,10/15/2025,Customer Service,56853,5
231, Joseph,Harris,26,Decline to comment,5/6/1999,12/2/2023,3/18/2028,Sales,172797,Exceeds
232,,Dean Howard,53,Female,NULL,2/5/2020,1/31/2023,Operations,161339,4
233, Judith,Mcintyre,44,Man,26-Sep-77,2/25/2023,1/21/2025,IT,71819,2
234,Jerry,Gillespie,26,Boy,26-Apr-01,6/19/2021,4/4/2023,HR,112957,Below
235,Mitchell,Patel,62,M,10/21/1946,7/1/2022,4/19/2024,marketinging,88281,Outstanding
236,sarah , west,30,Girl,7/8/2002,12/2/2023,4/16/2028,IT,38481,Below
237,Daniel,coleman ,91,Male,16-Jan-33,2/15/2021,7/28/2022,Customer Service,81405,Below
238, Veronica,Howard,22,Woman,2-Nov-23,12/2/2023,5/9/2027,Finance,123158,4
239,Morgan,Fuentes,50,Decline to comment,5-Nov-31,12/2/2023,6/28/2024,Marketing,195418,Below
240,William,fernandez ,64,F,17-Aug-62,4/9/2022,12/27/2024,Customer Service,34215,Needs Improvement
241, Brandon,Anderson,41,M,1-Jan-57,11/2/2021,4/10/2024,Engineering,100140,Below
242, Caleb,Miller,66,Decline to comment,5/6/1955,2/18/2023,4/3/2024,Operations,51758,1
243,,Leonard Frank,35,M,13-Jan-93,6/16/2021,10/16/2021,Marketing,84736,Outstanding
244,Jason,Ramos,57,Boy,22-Jun-44,10/24/2023,12/15/2026,Engineering,131776,1
245,Christopher,Rose,67,Female,3-Sep-85,5/24/2021,1/8/2022,IT,140037,5
246,Matthew,Horton,64,Girl,31-Dec-51,9/30/2021,11/4/2024,Sales,139707,3
247,David,Smith,51,F,NULL,12/2/2023,4/29/2025,Marketing,166968,Meets
248,Douglas,Carson,23,Girl,28-Jan-36,4/15/2020,7/10/2021,Finance,106492,3
249,Travis,Yates,63,M,10/29/1977,11/19/2021,6/12/2022,Customer Service,76625,1
250, Caleb,Thompson,35,Man,9/26/1990,3/19/2021,12/20/2024,Sales,120416,5
251,Eugene,acosta ,34,M,20-Sep-12,11/3/2022,8/2/2024,Engineering,141971,4
252,Brandon, dorsey,40,Woman,17-Jun-18,4/7/2020,7/29/2020,Marketing,149728,Below
253, Courtney,Clark,69,F,12/18/1908,6/28/2021,2/19/2024,HR,52518,5
254,Jesse,Torres,104,Decline to comment,28-Nov-20,2/21/2020,7/30/2021,Sales,120691,1
255,christie ,Jackson,113,Female,12-Feb-11,5/29/2020,7/2/2021,Engineering,191062,5
256,Miguel Laura,,23,Decline to comment,12/13/1950,12/2/2023,8/13/2025,HR,186910,Exceeds
257,Samantha,Luna,47,Man,4-Jun-37,12/2/2023,11/20/2027,I,82386,Meets
258,Sherri,Harding,49,N/A,23-Oct-45,10/28/2021,11/3/2022,Sales,115156,4
259,April,Willis,35,M,7/15/1918,4/28/2022,6/16/2023,Sales,38459,1
260,,Smith Krause,47,Boy,7/29/1985,12/2/2023,12/11/2024,HR,57160,1
261,Deborah,Ramirez,57,Decline to comment,19-Mar-23,4/20/2022,11/30/2025,Marketing,116599,Exceeds
262,Natalie,Rivers,26,N/A,6/10/2014,12/2/2023,8/7/2028,Finance,32026,Below
263,David,fisher ,50,Male,2/10/1923,10/5/2022,8/24/2023,Finance,69744,Exceeds
264, Nicole,Tucker,65,N/A,5/6/1959,6/10/2022,6/7/2024,IT,51411,1
265,Hannah,Castillo,35,Girl,16-Sep-89,10/3/2022,2/1/2024,Finance,162053,Outstanding
266,Joanne,johnson ,51,M,5/4/1990,7/1/2020,4/28/2021,Sales,65052,Exceeds
267,Adam,morales ,111,Boy,8/15/1913,8/1/2020,9/21/2022,Marketing,30446,Outstanding
268,Karen,Gallagher,26,Boy,4-Jun-82,5/16/2022,12/27/2023,Marketing,13838,Meets
269,Sherry, hicks,69,Male,10/21/2007,3/19/2022,6/2/2022,IT,63980,Meets
270,James,Rodriguez,24,Woman,NULL,12/2/2023,12/24/2027,Finance,103748,Outstanding
271,gary ,Mcdowell,67,Boy,18-Feb-55,12/10/2021,4/13/2024,Marketing,62198,1
272,Kimberly, wheeler,42,F,10/27/1939,11/26/2023,6/15/2027,HR,165147,Below
273,Desiree,Wright,32,Boy,1-Nov-08,4/12/2022,5/8/2025,Engineering,129916,1
274,Victor,Cooper,42,N/A,24-Oct-26,10/2/2021,1/14/2025,Engineering,175830,1
275,logan ,Floyd,33,N/A,10/1/1913,11/17/2021,9/25/2022,IT,146452,1
276,Maria,Todd,41,M,14-Sep-78,4/7/2023,11/22/2025,Customer Service,113778,Needs Improvement
277,Gerald, weber,44,N/A,11/22/1952,5/22/2021,7/23/2023,Finance,45328,2
278,Kathy,Williams,25,N/A,6/26/2011,8/30/2022,5/24/2025,Engineering,57197,Outstanding
279, Susan,johnson ,54,Boy,11/6/1951,11/16/2022,2/19/2025,Finance,88175,Exceeds
280,Sean,Mason,24,Decline to comment,1/9/2001,4/20/2023,7/18/2026,Customer Service,128901,Exceeds
281,Victor,Parker,27,M,7-Jun-20,3/11/2022,3/28/2025,Marketing,122811,Exceeds
282,adam ,Brown,55,Decline to comment,11-Feb-30,3/11/2021,7/7/2023,IT,106308,2
283, Steven,Haney,34,M,6/22/1958,6/1/2020,10/24/2020,Financ,166968,1
284,Sheryl,Mcdaniel,60,Man,7/19/2019,9/28/2022,4/11/2023,Finance,170049,Exceeds
